Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Postal_Code
CA-2017-128412,10-12-2017,17-12-2017,Standard Class,AP-10915,98105
CA-2017-128412,10-12-2017,17-12-2017,Standard Class,AP-10915,98105
CA-2017-128412,10-12-2017,17-12-2017,Standard Class,AP-10915,98105
CA-2017-128412,10-12-2017,17-12-2017,Standard Class,AP-10915,98105
CA-2017-136483,01-12-2017,06-12-2017,Standard Class,AG-10390,37918
CA-2015-163013,28-11-2015,04-12-2015,Standard Class,BF-11080,36116
CA-2016-135363,28-03-2016,02-04-2016,Standard Class,CK-12205,19120
CA-2016-135363,28-03-2016,02-04-2016,Standard Class,CK-12205,19120
US-2015-165659,01-06-2015,06-06-2015,Standard Class,LT-17110,72209
US-2015-165659,01-06-2015,06-06-2015,Standard Class,LT-17110,72209
CA-2016-138002,06-09-2016,12-09-2016,Standard Class,BT-11305,98103
CA-2016-138002,06-09-2016,12-09-2016,Standard Class,BT-11305,98103
CA-2016-128860,29-06-2016,05-07-2016,Standard Class,SC-20725,17602
CA-2017-164350,10-09-2017,12-09-2017,Second Class,CG-12040,37620
US-2015-103905,14-07-2015,20-07-2015,Standard Class,AW-10930,60505
US-2015-103905,14-07-2015,20-07-2015,Standard Class,AW-10930,60505
CA-2016-129854,22-08-2016,26-08-2016,Standard Class,RB-19705,10009
CA-2015-125556,14-11-2015,16-11-2015,Second Class,ML-17410,6824
CA-2015-125556,14-11-2015,16-11-2015,Second Class,ML-17410,6824
CA-2017-162313,27-11-2017,30-11-2017,First Class,VB-21745,48146
CA-2018-107874,21-11-2018,25-11-2018,Standard Class,SW-20275,10035
CA-2018-129378,01-10-2018,02-10-2018,First Class,NS-18505,95123
CA-2018-129378,01-10-2018,02-10-2018,First Class,NS-18505,95123
CA-2018-129378,01-10-2018,02-10-2018,First Class,NS-18505,95123
CA-2018-129378,01-10-2018,02-10-2018,First Class,NS-18505,95123
CA-2015-151953,20-09-2015,25-09-2015,Standard Class,DB-13555,32216
CA-2018-130841,28-07-2018,01-08-2018,Standard Class,MH-17620,94110
CA-2018-130841,28-07-2018,01-08-2018,Standard Class,MH-17620,94110
CA-2018-130841,28-07-2018,01-08-2018,Standard Class,MH-17620,94110
CA-2016-131884,06-12-2016,06-12-2016,Same Day,DK-13375,43302
CA-2016-131884,06-12-2016,06-12-2016,Same Day,DK-13375,43302
CA-2016-131884,06-12-2016,06-12-2016,Same Day,DK-13375,43302
CA-2018-121909,31-07-2018,05-08-2018,Standard Class,EA-14035,19134
CA-2017-106383,19-03-2017,21-03-2017,Second Class,BT-11440,80122
CA-2018-130771,29-07-2018,03-08-2018,Standard Class,LA-16780,78745
CA-2018-130771,29-07-2018,03-08-2018,Standard Class,LA-16780,78745
CA-2017-139157,01-10-2017,05-10-2017,Standard Class,GM-14680,10024
CA-2015-128055,31-03-2015,05-04-2015,Standard Class,AA-10315,94122
CA-2015-128055,31-03-2015,05-04-2015,Standard Class,AA-10315,94122
CA-2018-157091,26-06-2018,01-07-2018,Standard Class,DB-13405,46350
CA-2018-132122,09-07-2018,14-07-2018,Standard Class,JH-15820,60610
CA-2016-123232,14-12-2016,16-12-2016,Second Class,DJ-13630,97206
CA-2018-104066,05-12-2018,10-12-2018,Standard Class,QJ-19255,4502
CA-2016-145849,15-09-2016,17-09-2016,Second Class,CT-11995,46203
CA-2016-145849,15-09-2016,17-09-2016,Second Class,CT-11995,46203
CA-2017-122322,15-07-2017,21-07-2017,Standard Class,RH-19510,84604
CA-2018-166849,20-04-2018,26-04-2018,Standard Class,SJ-20125,60610
CA-2017-146633,15-11-2017,17-11-2017,Second Class,TG-21310,90049
CA-2017-146633,15-11-2017,17-11-2017,Second Class,TG-21310,90049
US-2017-126893,26-11-2017,01-12-2017,Standard Class,CT-11995,19134
CA-2018-103380,21-11-2018,25-11-2018,Standard Class,BF-11005,91104
CA-2018-103380,21-11-2018,25-11-2018,Standard Class,BF-11005,91104
CA-2018-103380,21-11-2018,25-11-2018,Standard Class,BF-11005,91104
CA-2018-103380,21-11-2018,25-11-2018,Standard Class,BF-11005,91104
CA-2018-103380,21-11-2018,25-11-2018,Standard Class,BF-11005,91104
CA-2016-116092,15-02-2016,18-02-2016,Second Class,JM-16195,90004
CA-2016-116092,15-02-2016,18-02-2016,Second Class,JM-16195,90004
CA-2016-116092,15-02-2016,18-02-2016,Second Class,JM-16195,90004
CA-2016-116092,15-02-2016,18-02-2016,Second Class,JM-16195,90004
CA-2016-116092,15-02-2016,18-02-2016,Second Class,JM-16195,90004
CA-2017-117849,15-04-2017,17-04-2017,Second Class,JK-16120,92105
CA-2016-169201,28-09-2016,01-10-2016,First Class,HG-14965,94110
CA-2016-169201,28-09-2016,01-10-2016,First Class,HG-14965,94110
CA-2017-164091,17-09-2017,22-09-2017,Standard Class,LA-16780,4401
CA-2017-164091,17-09-2017,22-09-2017,Standard Class,LA-16780,4401
CA-2018-105214,16-06-2018,19-06-2018,First Class,TS-21610,94122
CA-2018-105214,16-06-2018,19-06-2018,First Class,TS-21610,94122
CA-2016-117611,08-11-2016,10-11-2016,Second Class,MZ-17335,92024
CA-2016-117611,08-11-2016,10-11-2016,Second Class,MZ-17335,92024
US-2016-137960,18-12-2016,18-12-2016,Same Day,MW-18220,10035
CA-2018-122994,06-02-2018,09-02-2018,First Class,MV-17485,22204
CA-2017-131065,14-11-2017,16-11-2017,Second Class,AA-10375,30318
CA-2017-131065,14-11-2017,16-11-2017,Second Class,AA-10375,30318
CA-2017-131065,14-11-2017,16-11-2017,Second Class,AA-10375,30318
CA-2018-149146,12-10-2018,12-10-2018,Same Day,SM-20320,28110
CA-2018-137470,17-09-2018,17-09-2018,Same Day,TP-21415,98115
CA-2018-105480,20-12-2018,26-12-2018,Standard Class,DK-13225,14609
CA-2018-105480,20-12-2018,26-12-2018,Standard Class,DK-13225,14609
CA-2018-164917,02-12-2018,07-12-2018,Standard Class,MK-17905,33180
CA-2016-102036,21-09-2016,27-09-2016,Standard Class,CS-12130,98105
CA-2016-142944,06-03-2016,11-03-2016,Standard Class,JL-15850,94122
CA-2016-142944,06-03-2016,11-03-2016,Standard Class,JL-15850,94122
CA-2015-157882,03-10-2015,08-10-2015,Second Class,AR-10405,90036
CA-2015-157882,03-10-2015,08-10-2015,Second Class,AR-10405,90036
CA-2015-104283,27-06-2015,01-07-2015,Standard Class,LM-17065,38671
CA-2015-104283,27-06-2015,01-07-2015,Standard Class,LM-17065,38671
CA-2015-104283,27-06-2015,01-07-2015,Standard Class,LM-17065,38671
CA-2018-142622,30-10-2018,02-11-2018,First Class,JK-15625,98115
CA-2018-142622,30-10-2018,02-11-2018,First Class,JK-15625,98115
CA-2018-142622,30-10-2018,02-11-2018,First Class,JK-15625,98115
CA-2017-132143,03-09-2017,05-09-2017,First Class,FM-14215,6457
CA-2016-153108,05-03-2016,09-03-2016,Standard Class,SF-20200,47362
CA-2016-153108,05-03-2016,09-03-2016,Standard Class,SF-20200,47362
CA-2017-112676,05-05-2017,08-05-2017,First Class,PJ-18835,37130
CA-2018-165687,17-11-2018,23-11-2018,Standard Class,CS-12355,24153
US-2018-112928,01-06-2018,05-06-2018,Second Class,BB-10990,43615
CA-2018-143343,10-06-2018,13-06-2018,First Class,BW-11200,90032
CA-2018-115154,08-01-2018,11-01-2018,First Class,RS-19420,98115
CA-2016-149342,20-04-2016,25-04-2016,Standard Class,TS-21160,31907
CA-2016-149342,20-04-2016,25-04-2016,Standard Class,TS-21160,31907
CA-2016-149342,20-04-2016,25-04-2016,Standard Class,TS-21160,31907
CA-2016-130995,01-11-2016,06-11-2016,Standard Class,QJ-19255,10009
CA-2018-127929,23-12-2018,27-12-2018,Standard Class,FM-14215,6457
CA-2016-113145,01-11-2016,05-11-2016,Standard Class,VD-21670,10011
CA-2016-113145,01-11-2016,05-11-2016,Standard Class,VD-21670,10011
CA-2016-113145,01-11-2016,05-11-2016,Standard Class,VD-21670,10011
CA-2016-113145,01-11-2016,05-11-2016,Standard Class,VD-21670,10011
CA-2016-113145,01-11-2016,05-11-2016,Standard Class,VD-21670,10011
CA-2015-162362,14-11-2015,18-11-2015,Standard Class,JL-15505,48640
CA-2015-162362,14-11-2015,18-11-2015,Standard Class,JL-15505,48640
CA-2017-106558,17-01-2017,21-01-2017,Standard Class,DL-13495,31907
CA-2018-157931,17-09-2018,22-09-2018,Second Class,MO-17800,30076
CA-2018-157931,17-09-2018,22-09-2018,Second Class,MO-17800,30076
CA-2017-115574,23-12-2017,24-12-2017,First Class,BP-11185,60623
CA-2016-160794,06-08-2016,08-08-2016,First Class,MS-17980,77041
CA-2018-116225,05-11-2018,09-11-2018,Standard Class,SV-20935,10009
US-2018-120418,11-06-2018,12-06-2018,First Class,BC-11125,85345
US-2018-120418,11-06-2018,12-06-2018,First Class,BC-11125,85345
US-2018-120418,11-06-2018,12-06-2018,First Class,BC-11125,85345
US-2018-120418,11-06-2018,12-06-2018,First Class,BC-11125,85345
US-2018-120418,11-06-2018,12-06-2018,First Class,BC-11125,85345
CA-2018-122035,20-07-2018,25-07-2018,Standard Class,EM-13825,57103
CA-2018-122035,20-07-2018,25-07-2018,Standard Class,EM-13825,57103
CA-2018-122035,20-07-2018,25-07-2018,Standard Class,EM-13825,57103
CA-2018-122035,20-07-2018,25-07-2018,Standard Class,EM-13825,57103
CA-2018-122035,20-07-2018,25-07-2018,Standard Class,EM-13825,57103
CA-2018-122035,20-07-2018,25-07-2018,Standard Class,EM-13825,57103
CA-2016-117828,23-12-2016,26-12-2016,First Class,BD-11500,23223
CA-2018-165491,20-03-2018,24-03-2018,Standard Class,HW-14935,98115
CA-2016-109470,31-12-2016,03-01-2017,Second Class,KC-16255,42420
CA-2016-109470,31-12-2016,03-01-2017,Second Class,KC-16255,42420
CA-2016-109470,31-12-2016,03-01-2017,Second Class,KC-16255,42420
CA-2016-109470,31-12-2016,03-01-2017,Second Class,KC-16255,42420
CA-2016-105102,15-09-2016,19-09-2016,Second Class,BM-11575,10035
CA-2016-105102,15-09-2016,19-09-2016,Second Class,BM-11575,10035
CA-2016-105102,15-09-2016,19-09-2016,Second Class,BM-11575,10035
CA-2018-138422,23-09-2018,26-09-2018,First Class,KN-16705,80525
US-2016-147739,25-12-2016,29-12-2016,Standard Class,JD-16150,19140
CA-2017-155187,24-09-2017,26-09-2017,Second Class,LA-16780,90004
CA-2017-155187,24-09-2017,26-09-2017,Second Class,LA-16780,90004
CA-2018-169285,21-03-2018,25-03-2018,Standard Class,RW-19690,47905
CA-2018-169285,21-03-2018,25-03-2018,Standard Class,RW-19690,47905
CA-2015-140886,30-09-2015,04-10-2015,Standard Class,KW-16570,37042
CA-2018-152695,10-12-2018,10-12-2018,Same Day,CC-12220,6824
CA-2018-152695,10-12-2018,10-12-2018,Same Day,CC-12220,6824
CA-2015-110639,23-08-2015,23-08-2015,Same Day,RH-19495,10009
CA-2015-110639,23-08-2015,23-08-2015,Same Day,RH-19495,10009
CA-2015-121727,19-08-2015,24-08-2015,Standard Class,JK-15625,43229
CA-2017-137736,10-11-2017,15-11-2017,Standard Class,DC-13285,31088
US-2015-143231,31-12-2015,03-01-2016,First Class,GM-14455,2038
US-2015-143231,31-12-2015,03-01-2016,First Class,GM-14455,2038
US-2015-155894,26-07-2015,30-07-2015,Second Class,CL-11890,60623
CA-2017-119025,22-02-2017,28-02-2017,Standard Class,PV-18985,53209
CA-2017-159373,13-03-2017,18-03-2017,Standard Class,LT-17110,78207
CA-2017-159373,13-03-2017,18-03-2017,Standard Class,LT-17110,78207
CA-2017-159373,13-03-2017,18-03-2017,Standard Class,LT-17110,78207
CA-2018-109701,02-12-2018,03-12-2018,Same Day,AM-10360,90032
CA-2018-109701,02-12-2018,03-12-2018,Same Day,AM-10360,90032
CA-2018-109701,02-12-2018,03-12-2018,Same Day,AM-10360,90032
CA-2018-109701,02-12-2018,03-12-2018,Same Day,AM-10360,90032
CA-2018-109701,02-12-2018,03-12-2018,Same Day,AM-10360,90032
CA-2016-111514,31-08-2016,02-09-2016,First Class,SC-20260,94122
CA-2016-111514,31-08-2016,02-09-2016,First Class,SC-20260,94122
CA-2016-111514,31-08-2016,02-09-2016,First Class,SC-20260,94122
CA-2016-111514,31-08-2016,02-09-2016,First Class,SC-20260,94122
US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,10024
US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,10024
US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,10024
US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,10024
US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,10024
CA-2018-136497,16-04-2018,20-04-2018,Standard Class,RF-19840,43229
US-2017-108637,13-03-2017,18-03-2017,Standard Class,AB-10060,22980
US-2017-108637,13-03-2017,18-03-2017,Standard Class,AB-10060,22980
US-2017-108637,13-03-2017,18-03-2017,Standard Class,AB-10060,22980
CA-2015-102295,24-11-2015,26-11-2015,Second Class,EH-13990,95823
CA-2018-123659,10-02-2018,13-02-2018,First Class,MN-17935,20735
US-2017-129469,23-09-2017,27-09-2017,Standard Class,KL-16555,45014
US-2017-129469,23-09-2017,27-09-2017,Standard Class,KL-16555,45014
CA-2018-155152,07-07-2018,09-07-2018,Second Class,MP-17965,2886
CA-2017-159940,07-07-2017,11-07-2017,Second Class,BF-11020,60505
CA-2017-159940,07-07-2017,11-07-2017,Second Class,BF-11020,60505
CA-2017-159940,07-07-2017,11-07-2017,Second Class,BF-11020,60505
CA-2017-159940,07-07-2017,11-07-2017,Second Class,BF-11020,60505
CA-2018-119669,24-01-2018,30-01-2018,Standard Class,TP-21130,30080
US-2015-164616,19-08-2015,21-08-2015,Second Class,MS-17770,43229
US-2015-164616,19-08-2015,21-08-2015,Second Class,MS-17770,43229
CA-2016-148628,06-12-2016,11-12-2016,Standard Class,KM-16375,91360
CA-2017-118052,06-05-2017,10-05-2017,Standard Class,BE-11455,44052
CA-2017-118052,06-05-2017,10-05-2017,Standard Class,BE-11455,44052
CA-2017-118052,06-05-2017,10-05-2017,Standard Class,BE-11455,44052
US-2018-117534,25-03-2018,26-03-2018,First Class,CV-12295,93727
US-2018-117534,25-03-2018,26-03-2018,First Class,CV-12295,93727
US-2018-117534,25-03-2018,26-03-2018,First Class,CV-12295,93727
US-2018-117534,25-03-2018,26-03-2018,First Class,CV-12295,93727
US-2018-117534,25-03-2018,26-03-2018,First Class,CV-12295,93727
CA-2016-145065,12-12-2016,15-12-2016,First Class,DK-13375,92105
CA-2016-145065,12-12-2016,15-12-2016,First Class,DK-13375,92105
US-2016-127040,06-12-2016,10-12-2016,Standard Class,SG-20605,10009
US-2016-127040,06-12-2016,10-12-2016,Standard Class,SG-20605,10009
US-2016-127040,06-12-2016,10-12-2016,Standard Class,SG-20605,10009
US-2016-127040,06-12-2016,10-12-2016,Standard Class,SG-20605,10009
CA-2017-128111,17-03-2017,23-03-2017,Standard Class,CS-12355,2148
CA-2016-137897,14-11-2016,19-11-2016,Standard Class,PJ-18835,10035
CA-2016-137897,14-11-2016,19-11-2016,Standard Class,PJ-18835,10035
CA-2016-137897,14-11-2016,19-11-2016,Standard Class,PJ-18835,10035
CA-2018-169264,14-08-2018,16-08-2018,Second Class,NP-18700,94109
CA-2018-169264,14-08-2018,16-08-2018,Second Class,NP-18700,94109
CA-2018-147361,09-09-2018,15-09-2018,Standard Class,SB-20290,29501
CA-2018-147361,09-09-2018,15-09-2018,Standard Class,SB-20290,29501
CA-2018-145877,01-04-2018,04-04-2018,Second Class,AS-10090,65807
CA-2018-145877,01-04-2018,04-04-2018,Second Class,AS-10090,65807
US-2017-110170,27-09-2017,03-10-2017,Standard Class,HM-14860,77340
CA-2018-108574,07-10-2018,11-10-2018,Standard Class,MG-18145,90045
CA-2018-108574,07-10-2018,11-10-2018,Standard Class,MG-18145,90045
CA-2018-108574,07-10-2018,11-10-2018,Standard Class,MG-18145,90045
CA-2018-144589,20-01-2018,25-01-2018,Standard Class,TM-21010,94122
CA-2018-144589,20-01-2018,25-01-2018,Standard Class,TM-21010,94122
CA-2018-155985,23-03-2018,25-03-2018,First Class,BE-11335,94122
CA-2015-162684,01-08-2015,06-08-2015,Standard Class,AS-10630,19120
CA-2016-142041,07-06-2016,09-06-2016,Second Class,EM-13810,90036
CA-2015-151295,12-11-2015,16-11-2015,Standard Class,JA-15970,90045
CA-2015-151295,12-11-2015,16-11-2015,Standard Class,JA-15970,90045
CA-2017-156300,29-12-2017,02-01-2018,Standard Class,TB-21595,53209
CA-2016-146087,06-07-2016,11-07-2016,Standard Class,PP-18955,1040
CA-2018-168655,12-10-2018,18-10-2018,Standard Class,ML-18040,87105
CA-2018-168655,12-10-2018,18-10-2018,Standard Class,ML-18040,87105
CA-2017-107202,21-05-2017,28-05-2017,Standard Class,LC-16930,89431
CA-2018-159597,09-11-2018,14-11-2018,Standard Class,MC-17590,92236
CA-2018-159597,09-11-2018,14-11-2018,Standard Class,MC-17590,92236
CA-2017-155551,18-04-2017,23-04-2017,Standard Class,CR-12580,60126
CA-2017-155551,18-04-2017,23-04-2017,Standard Class,CR-12580,60126
US-2018-147669,25-12-2018,30-12-2018,Standard Class,SV-20935,45014
US-2018-147669,25-12-2018,30-12-2018,Standard Class,SV-20935,45014
US-2018-147669,25-12-2018,30-12-2018,Standard Class,SV-20935,45014
US-2018-147669,25-12-2018,30-12-2018,Standard Class,SV-20935,45014
CA-2017-169922,11-06-2017,17-06-2017,Standard Class,MZ-17515,76017
CA-2017-169922,11-06-2017,17-06-2017,Standard Class,MZ-17515,76017
CA-2017-169922,11-06-2017,17-06-2017,Standard Class,MZ-17515,76017
CA-2018-100748,13-05-2018,20-05-2018,Standard Class,RB-19795,94110
CA-2018-129805,28-12-2018,02-01-2019,Standard Class,HM-14860,98103
CA-2015-148586,25-03-2015,01-04-2015,Standard Class,AZ-10750,10009
US-2018-112613,28-05-2018,01-06-2018,Standard Class,JH-15910,77070
CA-2016-154746,14-11-2016,17-11-2016,First Class,PJ-18835,22153
CA-2016-154746,14-11-2016,17-11-2016,First Class,PJ-18835,22153
CA-2018-140053,03-07-2018,10-07-2018,Standard Class,CA-12265,87401
CA-2015-164210,18-11-2015,20-11-2015,Second Class,PW-19240,80027
CA-2015-164210,18-11-2015,20-11-2015,Second Class,PW-19240,80027
CA-2018-139948,17-07-2018,22-07-2018,Standard Class,SW-20455,33614
CA-2017-146934,22-05-2017,27-05-2017,Standard Class,AF-10870,7055
CA-2017-146934,22-05-2017,27-05-2017,Standard Class,AF-10870,7055
CA-2017-146934,22-05-2017,27-05-2017,Standard Class,AF-10870,7055
CA-2017-146934,22-05-2017,27-05-2017,Standard Class,AF-10870,7055
CA-2017-146934,22-05-2017,27-05-2017,Standard Class,AF-10870,7055
CA-2017-146934,22-05-2017,27-05-2017,Standard Class,AF-10870,7055
CA-2016-100573,25-09-2016,01-10-2016,Standard Class,AM-10705,90004
CA-2017-119165,31-10-2017,06-11-2017,Standard Class,BD-11320,19143
CA-2016-128027,14-09-2016,17-09-2016,Second Class,CM-12385,29406
CA-2017-140207,05-11-2017,10-11-2017,Standard Class,CS-12400,95123
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-140949,17-03-2018,22-03-2018,Second Class,DB-13405,10011
CA-2018-138548,15-08-2018,21-08-2018,Standard Class,JG-15160,7060
CA-2016-142419,11-07-2016,13-07-2016,Second Class,SC-20380,98115
CA-2016-142419,11-07-2016,13-07-2016,Second Class,SC-20380,98115
CA-2018-148691,03-12-2018,09-12-2018,Standard Class,CS-12460,10009
CA-2018-148691,03-12-2018,09-12-2018,Standard Class,CS-12460,10009
CA-2018-148691,03-12-2018,09-12-2018,Standard Class,CS-12460,10009
CA-2018-148691,03-12-2018,09-12-2018,Standard Class,CS-12460,10009
CA-2018-128755,04-05-2018,08-05-2018,Standard Class,MK-18160,23602
CA-2018-128755,04-05-2018,08-05-2018,Standard Class,MK-18160,23602
CA-2018-128755,04-05-2018,08-05-2018,Standard Class,MK-18160,23602
CA-2018-128755,04-05-2018,08-05-2018,Standard Class,MK-18160,23602
US-2017-135923,22-01-2017,28-01-2017,Standard Class,CM-11935,28314
US-2017-135923,22-01-2017,28-01-2017,Standard Class,CM-11935,28314
US-2017-135923,22-01-2017,28-01-2017,Standard Class,CM-11935,28314
CA-2017-114972,03-11-2017,06-11-2017,First Class,PF-19225,90032
CA-2017-114972,03-11-2017,06-11-2017,First Class,PF-19225,90032
CA-2017-114972,03-11-2017,06-11-2017,First Class,PF-19225,90032
CA-2017-114972,03-11-2017,06-11-2017,First Class,PF-19225,90032
CA-2018-102750,04-09-2018,08-09-2018,Second Class,GM-14695,90036
CA-2015-145212,13-09-2015,19-09-2015,Standard Class,DC-12850,10011
CA-2018-141992,19-06-2018,25-06-2018,Standard Class,FO-14305,75220
CA-2018-141992,19-06-2018,25-06-2018,Standard Class,FO-14305,75220
CA-2018-147956,24-12-2018,31-12-2018,Standard Class,AH-10210,98105
CA-2018-126067,28-08-2018,03-09-2018,Standard Class,KN-16705,98105
CA-2018-126067,28-08-2018,03-09-2018,Standard Class,KN-16705,98105
CA-2018-126067,28-08-2018,03-09-2018,Standard Class,KN-16705,98105
CA-2018-126067,28-08-2018,03-09-2018,Standard Class,KN-16705,98105
CA-2016-104514,02-01-2016,04-01-2016,Second Class,CB-12535,19711
CA-2016-104514,02-01-2016,04-01-2016,Second Class,CB-12535,19711
CA-2016-104514,02-01-2016,04-01-2016,Second Class,CB-12535,19711
CA-2016-141040,09-10-2016,13-10-2016,Second Class,TB-21250,10024
CA-2016-141040,09-10-2016,13-10-2016,Second Class,TB-21250,10024
CA-2015-113579,13-12-2015,15-12-2015,Second Class,KD-16345,90049
CA-2015-144624,19-11-2015,23-11-2015,Standard Class,JM-15865,14701
CA-2017-146206,10-09-2017,14-09-2017,Second Class,KT-16480,77095
CA-2017-146206,10-09-2017,14-09-2017,Second Class,KT-16480,77095
CA-2015-136644,16-06-2015,22-06-2015,Standard Class,SC-20575,46544
CA-2016-122371,26-09-2016,01-10-2016,Standard Class,BS-11800,92037
CA-2016-122371,26-09-2016,01-10-2016,Standard Class,BS-11800,92037
CA-2017-126935,19-05-2017,24-05-2017,Standard Class,BT-11395,94109
US-2018-133781,22-06-2018,23-06-2018,First Class,DC-12850,33178
CA-2018-131618,17-06-2018,20-06-2018,First Class,LS-17200,60076
CA-2018-131618,17-06-2018,20-06-2018,First Class,LS-17200,60076
CA-2018-131618,17-06-2018,20-06-2018,First Class,LS-17200,60076
CA-2017-149482,14-11-2017,19-11-2017,Standard Class,RR-19315,94110
CA-2015-143917,25-07-2015,27-07-2015,Second Class,KL-16645,94122
CA-2015-143917,25-07-2015,27-07-2015,Second Class,KL-16645,94122
CA-2015-143917,25-07-2015,27-07-2015,Second Class,KL-16645,94122
CA-2016-120397,02-07-2016,02-07-2016,Same Day,RB-19435,77070
CA-2018-163902,02-03-2018,08-03-2018,Standard Class,MY-17380,90045
CA-2018-163902,02-03-2018,08-03-2018,Standard Class,MY-17380,90045
CA-2017-136812,18-11-2017,23-11-2017,Standard Class,AW-10930,73120
CA-2016-102722,18-04-2016,19-04-2016,First Class,KW-16570,71203
CA-2018-155089,02-12-2018,06-12-2018,Standard Class,DB-12910,33614
CA-2017-124506,11-11-2017,17-11-2017,Standard Class,BB-11545,60623
CA-2017-124506,11-11-2017,17-11-2017,Standard Class,BB-11545,60623
CA-2015-106572,05-09-2015,10-09-2015,Standard Class,NP-18700,43402
CA-2015-128888,15-11-2015,22-11-2015,Standard Class,PB-19105,77095
CA-2018-123134,02-05-2018,07-05-2018,Standard Class,DW-13585,7090
CA-2017-124352,15-10-2017,21-10-2017,Standard Class,CD-12790,73120
CA-2017-124352,15-10-2017,21-10-2017,Standard Class,CD-12790,73120
CA-2017-124352,15-10-2017,21-10-2017,Standard Class,CD-12790,73120
CA-2017-124352,15-10-2017,21-10-2017,Standard Class,CD-12790,73120
CA-2017-124352,15-10-2017,21-10-2017,Standard Class,CD-12790,73120
CA-2017-124352,15-10-2017,21-10-2017,Standard Class,CD-12790,73120
CA-2016-124541,06-04-2016,10-04-2016,Standard Class,TT-21220,77041
CA-2016-124541,06-04-2016,10-04-2016,Standard Class,TT-21220,77041
CA-2016-124541,06-04-2016,10-04-2016,Standard Class,TT-21220,77041
CA-2016-124541,06-04-2016,10-04-2016,Standard Class,TT-21220,77041
CA-2016-124541,06-04-2016,10-04-2016,Standard Class,TT-21220,77041
CA-2015-108707,24-10-2015,29-10-2015,Standard Class,DB-12910,33311
CA-2015-111500,17-08-2015,21-08-2015,Standard Class,DJ-13510,72209
CA-2015-111500,17-08-2015,21-08-2015,Standard Class,DJ-13510,72209
CA-2015-111500,17-08-2015,21-08-2015,Standard Class,DJ-13510,72209
CA-2015-111500,17-08-2015,21-08-2015,Standard Class,DJ-13510,72209
US-2018-117723,15-08-2018,18-08-2018,Second Class,DL-13495,19120
CA-2016-143238,06-09-2016,08-09-2016,First Class,LO-17170,92253
CA-2016-168746,27-01-2016,29-01-2016,Second Class,SV-20365,44105
CA-2016-168746,27-01-2016,29-01-2016,Second Class,SV-20365,44105
CA-2016-168746,27-01-2016,29-01-2016,Second Class,SV-20365,44105
CA-2016-113404,16-07-2016,16-07-2016,Same Day,EM-13810,94122
CA-2016-113404,16-07-2016,16-07-2016,Same Day,EM-13810,94122
CA-2017-144792,30-04-2017,04-05-2017,Standard Class,KD-16615,85254
CA-2015-164385,26-09-2015,01-10-2015,Second Class,NB-18580,19134
US-2017-114174,08-09-2017,14-09-2017,Standard Class,AP-10720,2148
US-2017-114174,08-09-2017,14-09-2017,Standard Class,AP-10720,2148
CA-2018-108070,16-04-2018,20-04-2018,Standard Class,JE-15745,95123
CA-2018-108070,16-04-2018,20-04-2018,Standard Class,JE-15745,95123
US-2016-128090,16-08-2016,22-08-2016,Standard Class,JM-15865,85023
US-2016-128090,16-08-2016,22-08-2016,Standard Class,JM-15865,85023
US-2016-128090,16-08-2016,22-08-2016,Standard Class,JM-15865,85023
US-2016-128090,16-08-2016,22-08-2016,Standard Class,JM-15865,85023
CA-2018-101042,19-11-2018,23-11-2018,Standard Class,AB-10105,42420
CA-2018-101042,19-11-2018,23-11-2018,Standard Class,AB-10105,42420
CA-2017-155439,14-09-2017,18-09-2017,Standard Class,PN-18775,29203
CA-2017-118626,15-08-2017,20-08-2017,Standard Class,JC-15775,32303
CA-2016-111458,26-09-2016,30-09-2016,Standard Class,PF-19165,10035
US-2017-126844,08-10-2017,14-10-2017,Standard Class,BW-11110,77070
US-2016-112508,24-03-2016,30-03-2016,Standard Class,BP-11185,33065
CA-2016-147788,31-05-2016,04-06-2016,Standard Class,TM-21010,84057
CA-2016-147788,31-05-2016,04-06-2016,Standard Class,TM-21010,84057
CA-2016-147788,31-05-2016,04-06-2016,Standard Class,TM-21010,84057
CA-2016-144288,25-12-2016,31-12-2016,Standard Class,MB-17305,37211
CA-2016-144288,25-12-2016,31-12-2016,Standard Class,MB-17305,37211
CA-2016-110632,17-03-2016,22-03-2016,Second Class,HR-14830,10009
CA-2016-110632,17-03-2016,22-03-2016,Second Class,HR-14830,10009
